bn,b,h,t
2,4,89,36
0,5,89,36
1,6,89,36
1,7,89,36
1,8,89,36
0,9,89,36
6,10,89,36
1,11,89,36
0,12,89,36
5,13,89,36
0,14,89,36
0,15,89,36
1,16,89,36
2,17,89,36
0,18,89,36
0,19,89,36
0,20,89,36
0,21,89,36
2,22,89,36
0,23,89,36
0,24,89,36
1,25,89,36
0,26,89,36
0,27,89,36
0,28,89,36
0,29,89,36
0,30,89,36
0,31,89,36
0,1,90,36
3,2,90,36
9,3,90,36
3,4,90,36
0,5,90,36
2,6,90,36
1,7,90,36
0,8,90,36
0,9,90,36
11,10,90,36
0,11,90,36
1,12,90,36
0,13,90,36
1,14,90,36
0,15,90,36
0,16,90,36
3,17,90,36
0,18,90,36
0,19,90,36
0,20,90,36
0,21,90,36
2,22,90,36
0,23,90,36
0,24,90,36
0,25,90,36
0,26,90,36
0,27,90,36
0,28,90,36
0,29,90,36
0,30,90,36
0,31,90,36
1,1,91,36
4,2,91,36
8,3,91,36
5,4,91,36
0,5,91,36
2,6,91,36
0,7,91,36
2,8,91,36
0,9,91,36
7,10,91,36
1,11,91,36
1,12,91,36
2,13,91,36
0,14,91,36
1,15,91,36
0,16,91,36
1,17,91,36
0,18,91,36
0,19,91,36
0,20,91,36
0,21,91,36
1,22,91,36
0,23,91,36
0,24,91,36
0,25,91,36
0,26,91,36
0,27,91,36
0,28,91,36
0,29,91,36
0,30,91,36
0,31,91,36
0,1,92,36
5,2,92,36
9,3,92,36
3,4,92,36
0,5,92,36
0,6,92,36
0,7,92,36
1,8,92,36
1,9,92,36
7,10,92,36
0,11,92,36
1,12,92,36
3,13,92,36
0,14,92,36
0,15,92,36
1,16,92,36
1,17,92,36
0,18,92,36
0,19,92,36
0,20,92,36
0,21,92,36
1,22,92,36
0,23,92,36
0,24,92,36
0,25,92,36
3,26,92,36
0,27,92,36
0,28,92,36
0,29,92,36
0,30,92,36
0,31,92,36
2,1,93,36
5,2,93,36
6,3,93,36
3,4,93,36
0,5,93,36
0,6,93,36
1,7,93,36
2,8,93,36
0,9,93,36
11,10,93,36
0,11,93,36
0,12,93,36
1,13,93,36
1,14,93,36
0,15,93,36
2,16,93,36
0,17,93,36
0,18,93,36
0,19,93,36
0,20,93,36
0,21,93,36
2,22,93,36
0,23,93,36
0,24,93,36
0,25,93,36
0,26,93,36
0,27,93,36
0,28,93,36
0,29,93,36
0,30,93,36
0,31,93,36
1,1,94,36
2,2,94,36
6,3,94,36
3,4,94,36
0,5,94,36
1,6,94,36
1,7,94,36
0,8,94,36
0,9,94,36
10,10,94,36
3,11,94,36
0,12,94,36
2,13,94,36
1,14,94,36
0,15,94,36
3,16,94,36
1,17,94,36
0,18,94,36
0,19,94,36
0,20,94,36
0,21,94,36
1,22,94,36
0,23,94,36
0,24,94,36
0,25,94,36
1,26,94,36
0,27,94,36
0,28,94,36
0,29,94,36
0,30,94,36
0,31,94,36
0,1,95,36
1,2,95,36
5,3,95,36
4,4,95,36
0,5,95,36
0,6,95,36
2,7,95,36
0,8,95,36
0,9,95,36
17,10,95,36
2,11,95,36
1,12,95,36
2,13,95,36
0,14,95,36
0,15,95,36
0,16,95,36
2,17,95,36
0,18,95,36
0,19,95,36
0,20,95,36
0,21,95,36
0,22,95,36
0,23,95,36
0,24,95,36
0,25,95,36
0,26,95,36
0,27,95,36
0,28,95,36
0,29,95,36
0,30,95,36
0,31,95,36
2,1,96,36
1,2,96,36
9,3,96,36
5,4,96,36
0,5,96,36
0,6,96,36
0,7,96,36
4,8,96,36
0,9,96,36
8,10,96,36
2,11,96,36
0,12,96,36
3,13,96,36
0,14,96,36
0,15,96,36
0,16,96,36
0,17,96,36
0,18,96,36
1,19,96,36
0,20,96,36
0,21,96,36
1,22,96,36
0,23,96,36
0,24,96,36
0,25,96,36
0,26,96,36
0,27,96,36
0,28,96,36
0,29,96,36
0,30,96,36
0,31,96,36
0,1,97,36
3,2,97,36
7,3,97,36
2,4,97,36
0,5,97,36
0,6,97,36
1,7,97,36
1,8,97,36
0,9,97,36
12,10,97,36
4,11,97,36
0,12,97,36
0,13,97,36
0,14,97,36
0,15,97,36
1,16,97,36
1,17,97,36
0,18,97,36
0,19,97,36
0,20,97,36
0,21,97,36
4,22,97,36
0,23,97,36
0,24,97,36
0,25,97,36
0,26,97,36
0,27,97,36
0,28,97,36
0,29,97,36
0,30,97,36
0,31,97,36
0,1,98,36
2,2,98,36
9,3,98,36
7,4,98,36
0,5,98,36
0,6,98,36
0,7,98,36
1,8,98,36
0,9,98,36
9,10,98,36
1,11,98,36
0,12,98,36
1,13,98,36
0,14,98,36
0,15,98,36
0,16,98,36
0,17,98,36
0,18,98,36
0,19,98,36
0,20,98,36
0,21,98,36
2,22,98,36
1,23,98,36
0,24,98,36
0,25,98,36
1,26,98,36
1,27,98,36
0,28,98,36
0,29,98,36
1,30,98,36
0,31,98,36
2,1,99,36
2,2,99,36
7,3,99,36
2,4,99,36
0,5,99,36
0,6,99,36
0,7,99,36
0,8,99,36
0,9,99,36
10,10,99,36
3,11,99,36
0,12,99,36
3,13,99,36
0,14,99,36
0,15,99,36
3,16,99,36
2,17,99,36
0,18,99,36
0,19,99,36
0,20,99,36
0,21,99,36
1,22,99,36
0,23,99,36
0,24,99,36
0,25,99,36
1,26,99,36
0,27,99,36
0,28,99,36
0,29,99,36
0,30,99,36
0,31,99,36
1,1,100,36
7,2,100,36
10,3,100,36
3,4,100,36
0,5,100,36
1,6,100,36
0,7,100,36
2,8,100,36
0,9,100,36
10,10,100,36
0,11,100,36
0,12,100,36
0,13,100,36
1,14,100,36
0,15,100,36
0,16,100,36
0,17,100,36
0,18,100,36
0,19,100,36
0,20,100,36
0,21,100,36
1,22,100,36
0,23,100,36
0,24,100,36
0,25,100,36
0,26,100,36
0,27,100,36
0,28,100,36
0,29,100,36
0,30,100,36
0,31,100,36
5,1,1,37
0,2,1,37
1,3,1,37
3,4,1,37
0,5,1,37
0,6,1,37
0,7,1,37
3,8,1,37
0,9,1,37
0,10,1,37
0,11,1,37
0,12,1,37
3,13,1,37
1,14,1,37
2,15,1,37
0,16,1,37
0,17,1,37
0,18,1,37
4,19,1,37
0,20,1,37
1,21,1,37
0,22,1,37
1,23,1,37
0,24,1,37
0,25,1,37
0,26,1,37
0,27,1,37
0,28,1,37
0,29,1,37
0,30,1,37
0,31,1,37
2,1,2,37
0,2,2,37
0,3,2,37
6,4,2,37
2,5,2,37
1,6,2,37
1,7,2,37
7,8,2,37
0,9,2,37
0,10,2,37
0,11,2,37
0,12,2,37
0,13,2,37
0,14,2,37
1,15,2,37
0,16,2,37
0,17,2,37
0,18,2,37
3,19,2,37
0,20,2,37
0,21,2,37
0,22,2,37
0,23,2,37
0,24,2,37
1,25,2,37
0,26,2,37
0,27,2,37
0,28,2,37
0,29,2,37
0,30,2,37
0,31,2,37
5,1,3,37
0,2,3,37
0,3,3,37
5,4,3,37
2,5,3,37
0,6,3,37
0,7,3,37
6,8,3,37
0,9,3,37
0,10,3,37
1,11,3,37
0,12,3,37
3,13,3,37
0,14,3,37
0,15,3,37
0,16,3,37
0,17,3,37
0,18,3,37
2,19,3,37
0,20,3,37
0,21,3,37
0,22,3,37
0,23,3,37
0,24,3,37
0,25,3,37
0,26,3,37
0,27,3,37
0,28,3,37
0,29,3,37
0,30,3,37
0,31,3,37
6,1,4,37
0,2,4,37
0,3,4,37
7,4,4,37
0,5,4,37
0,6,4,37
0,7,4,37
4,8,4,37
0,9,4,37
0,10,4,37
0,11,4,37
0,12,4,37
2,13,4,37
0,14,4,37
1,15,4,37
0,16,4,37
0,17,4,37
0,18,4,37
0,19,4,37
1,20,4,37
1,21,4,37
1,22,4,37
0,23,4,37
0,24,4,37
0,25,4,37
0,26,4,37
0,27,4,37
0,28,4,37
1,29,4,37
0,30,4,37
0,31,4,37
2,1,5,37
0,2,5,37
1,3,5,37
6,4,5,37
0,5,5,37
0,6,5,37
0,7,5,37
6,8,5,37
0,9,5,37
1,10,5,37
1,11,5,37
0,12,5,37
3,13,5,37
0,14,5,37
2,15,5,37
0,16,5,37
0,17,5,37
0,18,5,37
1,19,5,37
0,20,5,37
0,21,5,37
0,22,5,37
0,23,5,37
0,24,5,37
1,25,5,37
0,26,5,37
0,27,5,37
0,28,5,37
0,29,5,37
0,30,5,37
0,31,5,37
7,1,6,37
0,2,6,37
1,3,6,37
5,4,6,37
0,5,6,37
0,6,6,37
0,7,6,37
8,8,6,37
0,9,6,37
0,10,6,37
0,11,6,37
0,12,6,37
0,13,6,37
0,14,6,37
0,15,6,37
0,16,6,37
0,17,6,37
0,18,6,37
3,19,6,37
0,20,6,37
0,21,6,37
0,22,6,37
0,23,6,37
0,24,6,37
0,25,6,37
0,26,6,37
0,27,6,37
0,28,6,37
0,29,6,37
0,30,6,37
0,31,6,37
3,1,7,37
0,2,7,37
0,3,7,37
4,4,7,37
1,5,7,37
0,6,7,37
1,7,7,37
5,8,7,37
0,9,7,37
2,10,7,37
1,11,7,37
0,12,7,37
3,13,7,37
0,14,7,37
0,15,7,37
0,16,7,37
0,17,7,37
0,18,7,37
2,19,7,37
0,20,7,37
0,21,7,37
2,22,7,37
0,23,7,37
0,24,7,37
0,25,7,37
0,26,7,37
0,27,7,37
0,28,7,37
0,29,7,37
0,30,7,37
0,31,7,37
0,1,8,37
0,2,8,37
1,3,8,37
5,4,8,37
2,5,8,37
0,6,8,37
1,7,8,37
10,8,8,37
0,9,8,37
0,10,8,37
0,11,8,37
0,12,8,37
3,13,8,37
0,14,8,37
0,15,8,37
0,16,8,37
0,17,8,37
0,18,8,37
1,19,8,37
0,20,8,37
0,21,8,37
0,22,8,37
0,23,8,37
0,24,8,37
0,25,8,37
0,26,8,37
0,27,8,37
0,28,8,37
1,29,8,37
0,30,8,37
0,31,8,37
1,1,9,37
0,2,9,37
0,3,9,37
2,4,9,37
0,5,9,37
0,6,9,37
0,7,9,37
8,8,9,37
0,9,9,37
0,10,9,37
1,11,9,37
0,12,9,37
2,13,9,37
0,14,9,37
0,15,9,37
0,16,9,37
1,17,9,37
0,18,9,37
7,19,9,37
0,20,9,37
0,21,9,37
0,22,9,37
0,23,9,37
0,24,9,37
2,25,9,37
0,26,9,37
0,27,9,37
0,28,9,37
0,29,9,37
0,30,9,37
0,31,9,37
2,1,10,37
1,2,10,37
0,3,10,37
6,4,10,37
1,5,10,37
1,6,10,37
0,7,10,37
4,8,10,37
1,9,10,37
0,10,10,37
1,11,10,37
0,12,10,37
4,13,10,37
0,14,10,37
0,15,10,37
0,16,10,37
0,17,10,37
1,18,10,37
1,19,10,37
0,20,10,37
0,21,10,37
0,22,10,37
0,23,10,37
0,24,10,37
1,25,10,37
0,26,10,37
0,27,10,37
0,28,10,37
0,29,10,37
0,30,10,37
0,31,10,37
4,1,11,37
0,2,11,37
1,3,11,37
2,4,11,37
1,5,11,37
1,6,11,37
0,7,11,37
5,8,11,37
0,9,11,37
0,10,11,37
0,11,11,37
0,12,11,37
7,13,11,37
0,14,11,37
1,15,11,37
0,16,11,37
1,17,11,37
0,18,11,37
1,19,11,37
0,20,11,37
0,21,11,37
0,22,11,37
0,23,11,37
0,24,11,37
0,25,11,37
0,26,11,37
0,27,11,37
0,28,11,37
0,29,11,37
0,30,11,37
0,31,11,37
4,1,12,37
0,2,12,37
1,3,12,37
4,4,12,37
1,5,12,37
0,6,12,37
0,7,12,37
7,8,12,37
0,9,12,37
0,10,12,37
2,11,12,37
1,12,12,37
1,13,12,37
1,14,12,37
0,15,12,37
0,16,12,37
0,17,12,37
0,18,12,37
0,19,12,37
1,20,12,37
1,21,12,37
0,22,12,37
0,23,12,37
0,24,12,37
0,25,12,37
0,26,12,37
0,27,12,37
0,28,12,37
0,29,12,37
0,30,12,37
0,31,12,37
3,1,13,37
0,2,13,37
0,3,13,37
3,4,13,37
1,5,13,37
0,6,13,37
2,7,13,37
7,8,13,37
0,9,13,37
1,10,13,37
0,11,13,37
0,12,13,37
4,13,13,37
0,14,13,37
0,15,13,37
0,16,13,37
0,17,13,37
0,18,13,37
1,19,13,37
1,20,13,37
0,21,13,37
0,22,13,37
0,23,13,37
0,24,13,37
0,25,13,37
0,26,13,37
0,27,13,37
0,28,13,37
0,29,13,37
1,30,13,37
0,31,13,37
0,1,14,37
0,2,14,37
0,3,14,37
6,4,14,37
1,5,14,37
0,6,14,37
0,7,14,37
11,8,14,37
1,9,14,37
0,10,14,37
0,11,14,37
0,12,14,37
0,13,14,37
1,14,14,37
0,15,14,37
0,16,14,37
0,17,14,37
1,18,14,37
2,19,14,37
0,20,14,37
1,21,14,37
0,22,14,37
0,23,14,37
0,24,14,37
0,25,14,37
0,26,14,37
0,27,14,37
0,28,14,37
0,29,14,37
0,30,14,37
0,31,14,37
4,1,15,37
0,2,15,37
0,3,15,37
5,4,15,37
0,5,15,37
0,6,15,37
3,7,15,37
2,8,15,37
0,9,15,37
0,10,15,37
0,11,15,37
1,12,15,37
4,13,15,37
0,14,15,37
0,15,15,37
0,16,15,37
0,17,15,37
0,18,15,37
3,19,15,37
0,20,15,37
0,21,15,37
0,22,15,37
0,23,15,37
0,24,15,37
2,25,15,37
0,26,15,37
0,27,15,37
0,28,15,37
0,29,15,37
0,30,15,37
0,31,15,37
0,1,16,37
7,2,16,37
2,3,16,37
6,4,16,37
0,5,16,37
0,6,16,37
1,7,16,37
0,8,16,37
0,9,16,37
10,10,16,37
2,11,16,37
0,12,16,37
4,13,16,37
0,14,16,37
0,15,16,37
3,16,16,37
0,17,16,37
0,18,16,37
0,19,16,37
0,20,16,37
0,21,16,37
16,22,16,37
0,23,16,37
0,24,16,37
0,25,16,37
3,26,16,37
0,27,16,37
0,28,16,37
0,29,16,37
0,30,16,37
0,31,16,37
0,1,17,37
1,2,17,37
7,3,17,37
0,4,17,37
0,5,17,37
0,6,17,37
0,7,17,37
1,8,17,37
0,9,17,37
16,10,17,37
0,11,17,37
0,12,17,37
8,13,17,37
0,14,17,37
0,15,17,37
3,16,17,37
1,17,17,37
0,18,17,37
1,19,17,37
0,20,17,37
0,21,17,37
12,22,17,37
0,23,17,37
0,24,17,37
0,25,17,37
4,26,17,37
0,27,17,37
0,28,17,37
0,29,17,37
0,30,17,37
0,31,17,37
0,1,18,37
3,2,18,37
10,3,18,37
4,4,18,37
0,5,18,37
0,6,18,37
0,7,18,37
0,8,18,37
0,9,18,37
15,10,18,37
2,11,18,37
0,12,18,37
7,13,18,37
0,14,18,37
0,15,18,37
3,16,18,37
0,17,18,37
0,18,18,37
2,19,18,37
0,20,18,37
0,21,18,37
4,22,18,37
0,23,18,37
0,24,18,37
0,25,18,37
4,26,18,37
0,27,18,37
0,28,18,37
0,29,18,37
0,30,18,37
0,31,18,37
0,1,19,37
4,2,19,37
8,3,19,37
1,4,19,37
0,5,19,37
0,6,19,37
0,7,19,37
1,8,19,37
0,9,19,37
8,10,19,37
2,11,19,37
0,12,19,37
5,13,19,37
0,14,19,37
0,15,19,37
6,16,19,37
0,17,19,37
0,18,19,37
1,19,19,37
0,20,19,37
0,21,19,37
16,22,19,37
0,23,19,37
0,24,19,37
1,25,19,37
1,26,19,37
0,27,19,37
0,28,19,37
0,29,19,37
0,30,19,37
0,31,19,37
0,1,20,37
1,2,20,37
9,3,20,37
2,4,20,37
0,5,20,37
1,6,20,37
0,7,20,37
1,8,20,37
0,9,20,37
21,10,20,37
2,11,20,37
0,12,20,37
4,13,20,37
1,14,20,37
0,15,20,37
2,16,20,37
0,17,20,37
0,18,20,37
0,19,20,37
0,20,20,37
0,21,20,37
7,22,20,37
0,23,20,37
0,24,20,37
0,25,20,37
3,26,20,37
0,27,20,37
0,28,20,37
0,29,20,37
0,30,20,37
0,31,20,37
0,1,21,37
4,2,21,37
6,3,21,37
5,4,21,37
1,5,21,37
1,6,21,37
1,7,21,37
0,8,21,37
0,9,21,37
13,10,21,37
0,11,21,37
0,12,21,37
3,13,21,37
0,14,21,37
0,15,21,37
4,16,21,37
0,17,21,37
0,18,21,37
1,19,21,37
0,20,21,37
0,21,21,37
11,22,21,37
0,23,21,37
0,24,21,37
2,25,21,37
2,26,21,37
0,27,21,37
0,28,21,37
0,29,21,37
0,30,21,37
0,31,21,37
0,1,22,37
0,2,22,37
4,3,22,37
2,4,22,37
0,5,22,37
0,6,22,37
0,7,22,37
1,8,22,37
0,9,22,37
22,10,22,37
1,11,22,37
0,12,22,37
3,13,22,37
2,14,22,37
1,15,22,37
2,16,22,37
1,17,22,37
0,18,22,37
1,19,22,37
0,20,22,37
0,21,22,37
11,22,22,37
0,23,22,37
0,24,22,37
0,25,22,37
3,26,22,37
0,27,22,37
0,28,22,37
0,29,22,37
0,30,22,37
0,31,22,37
1,1,23,37
1,2,23,37
9,3,23,37
2,4,23,37
0,5,23,37
0,6,23,37
0,7,23,37
0,8,23,37
0,9,23,37
14,10,23,37
3,11,23,37
0,12,23,37
5,13,23,37
0,14,23,37
0,15,23,37
4,16,23,37
0,17,23,37
1,18,23,37
1,19,23,37
0,20,23,37
0,21,23,37
9,22,23,37
0,23,23,37
0,24,23,37
0,25,23,37
4,26,23,37
0,27,23,37
0,28,23,37
0,29,23,37
0,30,23,37
0,31,23,37
2,1,24,37
2,2,24,37
6,3,24,37
1,4,24,37
1,5,24,37
1,6,24,37
2,7,24,37
0,8,24,37
0,9,24,37
14,10,24,37
3,11,24,37
0,12,24,37
4,13,24,37
0,14,24,37
0,15,24,37
2,16,24,37
0,17,24,37
0,18,24,37
1,19,24,37
0,20,24,37
0,21,24,37
11,22,24,37
0,23,24,37
0,24,24,37
0,25,24,37
3,26,24,37
0,27,24,37
0,28,24,37
0,29,24,37
1,30,24,37
0,31,24,37
0,1,25,37
1,2,25,37
6,3,25,37
3,4,25,37
0,5,25,37
1,6,25,37
0,7,25,37
0,8,25,37
0,9,25,37
15,10,25,37
1,11,25,37
0,12,25,37
4,13,25,37
0,14,25,37
0,15,25,37
2,16,25,37
0,17,25,37
0,18,25,37
4,19,25,37
0,20,25,37
0,21,25,37
13,22,25,37
0,23,25,37
0,24,25,37
0,25,25,37
4,26,25,37
0,27,25,37
0,28,25,37
0,29,25,37
0,30,25,37
0,31,25,37
1,1,26,37
0,2,26,37
9,3,26,37
3,4,26,37
0,5,26,37
1,6,26,37
0,7,26,37
0,8,26,37
0,9,26,37
18,10,26,37
3,11,26,37
1,12,26,37
5,13,26,37
0,14,26,37
0,15,26,37
0,16,26,37
1,17,26,37
0,18,26,37
0,19,26,37
0,20,26,37
0,21,26,37
8,22,26,37
0,23,26,37
0,24,26,37
0,25,26,37
4,26,26,37
0,27,26,37
0,28,26,37
0,29,26,37
0,30,26,37
0,31,26,37
1,1,27,37
4,2,27,37
10,3,27,37
3,4,27,37
0,5,27,37
0,6,27,37
1,7,27,37
1,8,27,37
0,9,27,37
9,10,27,37
1,11,27,37
0,12,27,37
2,13,27,37
0,14,27,37
0,15,27,37
3,16,27,37
1,17,27,37
0,18,27,37
2,19,27,37
0,20,27,37
0,21,27,37
13,22,27,37
0,23,27,37
0,24,27,37
0,25,27,37
3,26,27,37
0,27,27,37
0,28,27,37
0,29,27,37
0,30,27,37
0,31,27,37
1,1,28,37
3,2,28,37
9,3,28,37
1,4,28,37
0,5,28,37
0,6,28,37
1,7,28,37
2,8,28,37
0,9,28,37
12,10,28,37
0,11,28,37
0,12,28,37
7,13,28,37
0,14,28,37
0,15,28,37
1,16,28,37
1,17,28,37
0,18,28,37
2,19,28,37
0,20,28,37
0,21,28,37
8,22,28,37
0,23,28,37
0,24,28,37
0,25,28,37
5,26,28,37
0,27,28,37
0,28,28,37
0,29,28,37
1,30,28,37
0,31,28,37
0,1,29,37
1,2,29,37
7,3,29,37
4,4,29,37
1,5,29,37
1,6,29,37
0,7,29,37
0,8,29,37
0,9,29,37
14,10,29,37
0,11,29,37
0,12,29,37
8,13,29,37
0,14,29,37
0,15,29,37
1,16,29,37
1,17,29,37
0,18,29,37
1,19,29,37
0,20,29,37
0,21,29,37
9,22,29,37
1,23,29,37
0,24,29,37
0,25,29,37
5,26,29,37
0,27,29,37
0,28,29,37
0,29,29,37
0,30,29,37
0,31,29,37
0,1,30,37
2,2,30,37
9,3,30,37
3,4,30,37
0,5,30,37
0,6,30,37
1,7,30,37
0,8,30,37
0,9,30,37
12,10,30,37
2,11,30,37
1,12,30,37
4,13,30,37
0,14,30,37
0,15,30,37
1,16,30,37
1,17,30,37
0,18,30,37
1,19,30,37
0,20,30,37
0,21,30,37
14,22,30,37
1,23,30,37
0,24,30,37
0,25,30,37
2,26,30,37
0,27,30,37
0,28,30,37
0,29,30,37
0,30,30,37
0,31,30,37
1,1,31,37
1,2,31,37
10,3,31,37
0,4,31,37
0,5,31,37
0,6,31,37
2,7,31,37
2,8,31,37
0,9,31,37
18,10,31,37
0,11,31,37
0,12,31,37
2,13,31,37
0,14,31,37
0,15,31,37
3,16,31,37
2,17,31,37
0,18,31,37
0,19,31,37
0,20,31,37
0,21,31,37
10,22,31,37
0,23,31,37
0,24,31,37
0,25,31,37
3,26,31,37
0,27,31,37
0,28,31,37
0,29,31,37
0,30,31,37
0,31,31,37
0,1,32,37
2,2,32,37
5,3,32,37
1,4,32,37
0,5,32,37
1,6,32,37
2,7,32,37
0,8,32,37
0,9,32,37
16,10,32,37
1,11,32,37
0,12,32,37
5,13,32,37
1,14,32,37
0,15,32,37
2,16,32,37
1,17,32,37
0,18,32,37
2,19,32,37
0,20,32,37
0,21,32,37
11,22,32,37
0,23,32,37
0,24,32,37
1,25,32,37
3,26,32,37
0,27,32,37
0,28,32,37
0,29,32,37
0,30,32,37
0,31,32,37
0,1,33,37
1,2,33,37
13,3,33,37
1,4,33,37
0,5,33,37
2,6,33,37
1,7,33,37
2,8,33,37
0,9,33,37
11,10,33,37
2,11,33,37
0,12,33,37
2,13,33,37
0,14,33,37
0,15,33,37
4,16,33,37
0,17,33,37
0,18,33,37
1,19,33,37
0,20,33,37
0,21,33,37
9,22,33,37
0,23,33,37
0,24,33,37
0,25,33,37
5,26,33,37
0,27,33,37
0,28,33,37
0,29,33,37
0,30,33,37
0,31,33,37
0,1,34,37
2,2,34,37
5,3,34,37
1,4,34,37
1,5,34,37
3,6,34,37
1,7,34,37
1,8,34,37
0,9,34,37
14,10,34,37
1,11,34,37
0,12,34,37
5,13,34,37
1,14,34,37
0,15,34,37
4,16,34,37
2,17,34,37
0,18,34,37
0,19,34,37
0,20,34,37
0,21,34,37
10,22,34,37
0,23,34,37
0,24,34,37
1,25,34,37
2,26,34,37
0,27,34,37
0,28,34,37
0,29,34,37
0,30,34,37
0,31,34,37
0,1,35,37
6,2,35,37
5,3,35,37
1,4,35,37
1,5,35,37
1,6,35,37
0,7,35,37
0,8,35,37
0,9,35,37
16,10,35,37
1,11,35,37
1,12,35,37
9,13,35,37
1,14,35,37
0,15,35,37
3,16,35,37
1,17,35,37
0,18,35,37
1,19,35,37
0,20,35,37
0,21,35,37
7,22,35,37
0,23,35,37
0,24,35,37
0,25,35,37
0,26,35,37
0,27,35,37
0,28,35,37
0,29,35,37
0,30,35,37
0,31,35,37
1,1,36,37
1,2,36,37
6,3,36,37
13,4,36,37
1,5,36,37
0,6,36,37
2,7,36,37
0,8,36,37
0,9,36,37
0,10,36,37
3,11,36,37
0,12,36,37
10,13,36,37
2,14,36,37
5,15,36,37
0,16,36,37
0,17,36,37
0,18,36,37
0,19,36,37
0,20,36,37
1,21,36,37
1,22,36,37
0,23,36,37
0,24,36,37
6,25,36,37
0,26,36,37
0,27,36,37
0,28,36,37
0,29,36,37
0,30,36,37
0,31,36,37
0,1,37,37
0,2,37,37
10,3,37,37
12,4,37,37
1,5,37,37
0,6,37,37
1,7,37,37
1,8,37,37
1,9,37,37
1,10,37,37
4,11,37,37
0,12,37,37
7,13,37,37
0,14,37,37
4,15,37,37
0,16,37,37
0,17,37,37
0,18,37,37
1,19,37,37
0,20,37,37
0,21,37,37
2,22,37,37
0,23,37,37
0,24,37,37
5,25,37,37
0,26,37,37
0,27,37,37
0,28,37,37
0,29,37,37
2,30,37,37
0,31,37,37
2,1,38,37
0,2,38,37
10,3,38,37
13,4,38,37
1,5,38,37
0,6,38,37
1,7,38,37
0,8,38,37
0,9,38,37
1,10,38,37
0,11,38,37
0,12,38,37
5,13,38,37
2,14,38,37
12,15,38,37
0,16,38,37
0,17,38,37
0,18,38,37
0,19,38,37
0,20,38,37
0,21,38,37
0,22,38,37
0,23,38,37
0,24,38,37
5,25,38,37
0,26,38,37
0,27,38,37
0,28,38,37
0,29,38,37
0,30,38,37
0,31,38,37
0,1,39,37
1,2,39,37
3,3,39,37
14,4,39,37
1,5,39,37
0,6,39,37
0,7,39,37
5,8,39,37
0,9,39,37
0,10,39,37
1,11,39,37
0,12,39,37
11,13,39,37
0,14,39,37
9,15,39,37
0,16,39,37
0,17,39,37
0,18,39,37
2,19,39,37
0,20,39,37
0,21,39,37
1,22,39,37
0,23,39,37
0,24,39,37
3,25,39,37
0,26,39,37
0,27,39,37
0,28,39,37
0,29,39,37
1,30,39,37
0,31,39,37
1,1,40,37
0,2,40,37
3,3,40,37
9,4,40,37
0,5,40,37
0,6,40,37
1,7,40,37
1,8,40,37
0,9,40,37
0,10,40,37
1,11,40,37
0,12,40,37
16,13,40,37
1,14,40,37
8,15,40,37
0,16,40,37
0,17,40,37
0,18,40,37
0,19,40,37
0,20,40,37
0,21,40,37
4,22,40,37
0,23,40,37
0,24,40,37
6,25,40,37
0,26,40,37
0,27,40,37
0,28,40,37
0,29,40,37
1,30,40,37
0,31,40,37
0,1,41,37
0,2,41,37
7,3,41,37
8,4,41,37
2,5,41,37
0,6,41,37
1,7,41,37
0,8,41,37
0,9,41,37
2,10,41,37
1,11,41,37
0,12,41,37
13,13,41,37
2,14,41,37
5,15,41,37
0,16,41,37
0,17,41,37
0,18,41,37
1,19,41,37
1,20,41,37
0,21,41,37
2,22,41,37
0,23,41,37
0,24,41,37
5,25,41,37
0,26,41,37
1,27,41,37
0,28,41,37
1,29,41,37
0,30,41,37
0,31,41,37
1,1,42,37
1,2,42,37
6,3,42,37
16,4,42,37
0,5,42,37
0,6,42,37
3,7,42,37
2,8,42,37
0,9,42,37
0,10,42,37
0,11,42,37
0,12,42,37
5,13,42,37
2,14,42,37
9,15,42,37
0,16,42,37
0,17,42,37
0,18,42,37
1,19,42,37
0,20,42,37
0,21,42,37
0,22,42,37
0,23,42,37
1,24,42,37
3,25,42,37
0,26,42,37
0,27,42,37
0,28,42,37
1,29,42,37
1,30,42,37
0,31,42,37
1,1,43,37
1,2,43,37
7,3,43,37
12,4,43,37
2,5,43,37
0,6,43,37
1,7,43,37
0,8,43,37
0,9,43,37
2,10,43,37
0,11,43,37
0,12,43,37
6,13,43,37
2,14,43,37
2,15,43,37
0,16,43,37
0,17,43,37
0,18,43,37
0,19,43,37
0,20,43,37
0,21,43,37
3,22,43,37
0,23,43,37
1,24,43,37
12,25,43,37
0,26,43,37
0,27,43,37
0,28,43,37
0,29,43,37
0,30,43,37
0,31,43,37
1,1,44,37
1,2,44,37
6,3,44,37
8,4,44,37
1,5,44,37
0,6,44,37
3,7,44,37
0,8,44,37
0,9,44,37
2,10,44,37
2,11,44,37
0,12,44,37
12,13,44,37
2,14,44,37
7,15,44,37
0,16,44,37
0,17,44,37
0,18,44,37
0,19,44,37
0,20,44,37
0,21,44,37
1,22,44,37
0,23,44,37
0,24,44,37
6,25,44,37
0,26,44,37
0,27,44,37
0,28,44,37
0,29,44,37
0,30,44,37
0,31,44,37
0,1,45,37
1,2,45,37
7,3,45,37
8,4,45,37
2,5,45,37
0,6,45,37
3,7,45,37
0,8,45,37
0,9,45,37
2,10,45,37
1,11,45,37
0,12,45,37
10,13,45,37
1,14,45,37
8,15,45,37
